old,new
"Магаданская область, Магадан",РФ
"КНР, Гуандунровинция",Китай
Кулунда,Алтай
"гРиддер, ВКО, Казахстан",Казахстан
"Алтайский край, Славгород, Пригородное",Славгород
сПервокаменка Третьяковский р-н,Алтай
"Китай, Цзяочжоу",Китай
"Тыва Респ, Кызылский кожуун, Сукпак",РФ
"Алтайский крый,Ребриха",Алтай
УкраинаКиев,Украина
"Алтай респ, Усть-Коксинский р-н, Амур",Республика
гЗарниск АК,Заринск
"Казахстан, Кызылординская обл, Кызылорда",Казахстан
Новоегорьевское Егорьевского р-на Алтайского края,Алтай
Гришковка Немецкого Национального района Алтай...,Алтай
Табуны Алтайского края,Алтай
поЛесной,Барнаул
Усть- Калманка,Алтай
сБело-Ануй Усть-Канского р-на Республики Алтай,Республика
Кытмановский р-н Алтайского края,Алтай
гПавловск,Алтай
Семеновка,Алтай
"Россия, Алтайский край, Новичихинский р-н",Алтай
"Восточно-Казахстанская область, Шемонаихинский...",Казахстан
гТуран Пий-хемский район Р Тыва,РФ
"Алтай респ, Усть-Коксинский р-н, Мулта",Республика
Ленинский р-он Барнаула,Барнаул
"Алтайский край, Немецкий Национальный р-н",Алтай
село Чарышское Чарышского р-на Алтайского края,Алтай
"Алтайский край, Шипуновский р-н, Тугозвоново",Алтай
Алтайский край Горняк,Алтай
"Алтайский край, Ключевский р-н, Зеленая Поляна",Алтай
поИ Сомони Бохтарского района,Таджикистан
"Казахстан Респ, Южно-Казахстанская обл, Талдык...",Казахстан
"Кемеровская обл, Осинники",РФ
"Таджикистан, Дангаринского р-н, Хатлонской обл",Таджикистан
"Казахстан респ, Еремейтау",Казахстан
Шебалинский р-он,Алтай
"Алтайский край, Панкрушихинский р-н, Романово",Алтай
"Россия, Алтайский край, Ключевский р-н",Алтай
Таджикистан Душанбе,Таджикистан
"Россия, Алтайский край, Алтайский район",Алтай
"Россия, Республика Алтай, Шебалинский р-н",Республика
сПоспелиха Алтайский край,Алтай
"Алтайский край, Камень-наОби",Камень-на-Оби
"Россия, Алтайский край, Мамонтовский р-н, Покр...",Алтай
"Алтайский край, Топчихинский р-н, Фунтики",Алтай
"Красноярский край, Норильск",РФ
Кыргызская Республика,Кыргызстан
Гилево,Алтай
"КНР,ров Гуандун, Янчунь",Китай
гЛондон,Великобритания
"Таджикистан, Душанбе, р-н Сино",Таджикистан
"Республика Алтай, Чемальский район,Элекмонар",Республика
"Россия, Краснодарский край, Армавир",РФ
"КНР, Суньу",Китай
Старая Белокуриха,Алтай
"Кыргызская респ, Ошской обл",Кыргызстан
Кош-Агачский р-н Республики Алтай,Республика
Благовещенск,РФ
"Китай,Чэндэ",Китай
"КНР,ров Хэйлунцзян, Хэган",Китай
"Республика Казахстан, Талдыкорган",Казахстан
"Восточно-Казахстанская область, Шемонаихинский...",Казахстан
Целинный район Алтайскогокрая,Алтай
"Казахстан, Алматинская обл, Енбекшиказахский р...",Казахстан
"Алтайский край, Троицкий р-н, Зеленая Поляна",Алтай
Усть-Пристань Усть-Пристанского района Алтайск...,Алтай
Алтайский край Крутихинский р-он Боровое,Алтай
Республика Казахстан В-Казахстанская область У...,Казахстан
"Алтайский край, Ребрихинский р-н, Георгиевка",Алтай
"Россия, Республика Алтай, Чемальский р-н, Элек...",Республика
"Алтайский край, Бурлинский р-н, Лесное",Алтай
"Россия, Московская обл, Москва",РФ
Березовка Солонешенского района,Алтай
"Красноярский край, Минусинск",РФ
"КНР,ров Цзилинь, Цзилинь",Китай
Гордеевский,Алтай
"Алтайский край, Шипуновский р-н, Порожнее",Алтай
"Новосибирская обл, Карасукский р-н",РФ
"Россия, Омск",РФ
"КНР, Хэбэйровинция",Китай
горБарнаул,Барнаул
"Красноярский край, Сосновоборск",РФ
"Украина, Харьков",Украина
село кулунда Кулундинского района Алтайского края,Алтай
"Алтайский край, Шипуновский р-н, Первомайский",Алтай
"Ханты-Мансийский Автономный окру- Югра АО, Неф...",РФ
Тазовский Тазовского р-на Ямало-Ненецкого авто...,РФ
"Рязанская область, Рязань",РФ
Кош-Агач Республика Алтай,Республика
"Россия, Алтайский край, Чарышский р-н, Маралиха",Алтай
"Таджикистан,Согдийская обл, Аштский р-н",Таджикистан
Теленгит-Сортогой,Республика
"Алтайский край, Баевский р-н, Прослауха",Алтай
"Россия, Республика Алтай, Майминский р-н, Майма",Республика
"Республика Казахстан, Экибастуз",Казахстан
"Хабаровский край, Хабаровск",РФ
"Китай, Аньхой",Китай
сЛесное Бийского р-на АК,Бийск
"Казахстан Респ, Экибастуз",Казахстан
Алтайский край Романовский район,Алтай
Сургутский район Ханты-Мансийского автономного...,РФ
Шипуновский район,Алтай
"Афганистан, Нангархар",Афганистан
"Воронежская Обл, Воронеж",РФ
Благовещенский район,Алтай
Алтайский край Косихинский район,Алтай
Камень-на-Оби АК,Камень-на-Оби
"Россия, Новосибирская обл, Куйбышев",РФ
"Китай, Ляонинровинция,Чанту",Китай
"Алтайский край, Волчихинский р-н",Алтай
"Ямало-Ненецкий АО,гтУренгой",РФ
Китай Цюнчжун-Ли-Мяоского автономного а,Китай
Алтайский район Алтайского края,Алтай
"Сахалинская обл, Холмский р-н, Костроминское",РФ
"Кыргызская респ, Ошская обл, Узгенский р-н",Кыргызстан
Новообинка Петропавловского р-на Алт Кр,Алтай
"Казахстан Респ, Курчатов",Казахстан
"Кемеровская обл, Мыски",РФ
"Ханты-Мансийский Автономный окру- Югра АО, Сур...",РФ
"Алтайский край,Чистоозерка Завьяловского района",Алтай
"Россия, Алтайский край, Чарышский р-н, Малый Б...",Алтай
Солонешенский р-н АК,Алтай
сТабуны АК,Алтай
"КНР,ров Хэйлунцзян, Цинъань",Китай
"Алтайский край, Барнуал",Барнаул
Кытманово,Алтай
Алейского р-на Алтайского края,Алейск
"Алтайский край, Заринский р-н, Гришино",Заринск
"Китай, Фукан",Китай
Новичихинский р-он Алтайский край,Алтай
"Россия, Республика Алтай, Улаганский р-н, Акташ",Республика
"Казахстан респ, Алматинская обл, Жетыген",Казахстан
"Казахстан, Восточно-Казахстанская обл, Курчатов",Казахстан
"Алтайский край, Краснощековский р-н, Усть-Козлухи",Алтай
"Казахстан респ, Восточно-Казахстанская обл, Се...",Казахстан
"Алтайский край, Волчиха",Алтай
Алтайский край Тальменка,Алтай
гНовокузнецк Кемеровской обл,РФ
гАк-Довурак Республики Тыва,РФ
поПобедим Топчихинского района,Алтай
"Алтайский край, Каменский р-н, Аллак",Камень-на-Оби
Алтайский край Красногорский район,Алтай
"КНР,ров Гуандун, Кайпин",Китай
"Усть-Каменогорск, Восточно-Казахстанская обл",Казахстан
"Алтай Респ, Турочакский р-н, Дмитриевка",Республика
Алтайский крайБарнаул Индустриальный район,Барнаул
"Россия, Алтайский край, Троицкий р-н, Степное ...",Алтай
"Чувашская респ, Канаш",РФ
Топчиха Алтайского края,Алтай
"Ямало-Ненецкий АО, Пуровский р-н, Пурпе",РФ
"Россия, Алтайский край, Усть-Пристанский р-н, ...",Алтай
"Россия, Алтайский край, Алейский р-н, Осколкова",Алейск
"Таджикистан, Исфары",Таджикистан
"Алтайский край, Поспелихинский р-н, Мамонтово",Алтай
"КНР,ров Хэйлунцзян, Хаолянхэ",Китай
"Россия, Ямало-Ненецкий АО, Пуровский р-н, Тарк...",РФ
"Кемеровская обл, Полысаево",РФ
"Алтайский край, Калманский р-н",Алтай
Красногорское АК,Алтай
район Синоорода Душанбе,Таджикистан
"Алтайский край, Степное Озеро",Алтай
АК С Целинное Целинного р-на,Алтай
"Китай, Тайсин",Китай
Родинского района Алтайского края,Алтай
"Алтайский край, Шипуновский р-н, Урлапово",Алтай
Орехово,Алтай
"Казахстан респ, Шемонаиха",Казахстан
Бобровка Первомайсого р-на Алтайского края,Алтай
Залесово Алтайского края,Алтай
"Алтайский край, Завьяловский р-н, Чистоозерка",Алтай
Алтайский край Целинный район,Алтай
"Россия, Алтайский край, Каменский р-н, Рыбное",Камень-на-Оби
"Россия, Республика Саха (Якутия), Мирнинский р...",РФ
Алтайский край Павловский р-нСибирские Огни,Алтай
"Россия, Республика Саха (Якутия), Нерюнгри",РФ
провинция Чжэцзян,Китай
"Россия, Алтайский край, Баевский р-н, Ситниково",Алтай
"Россия, Алтайский край, Быстроистокский р-н, В...",Алтай
"Алтайский край, Змеиногорский р-н, Змеиногорск",Алтай
Алтайский крайЗональное,Алтай
"Алтайский край, Алейский р-н, Большепанюшево",Алейск
"Ямало-Ненецкий АО, Пуровский р-н",РФ
"Красноярский край, Таштыпский р-н",Алтай
Первомайский район Алтайского края,Алтай
Алтайский край Поспелиха,Алтай
"Алтайский край, Целинный р-н, Верх-Марушка",Алтай
"Республика Алтай, Усть-Коксинский р-н",Республика
"Новосибирская обл, Искитимский р-н, Линево",РФ
"Китай, Гуйян",Китай
Топчихинского р-на,Алтай
Мамонтово Алтайский край,Алтай
"Барнаул, АК",Барнаул
"Россия, Алтайский край, Бийский р-н",Бийск
"Алтайский край, Троицкий р-н, Хайрюзовка",Алтай
сМайма Майминского района Республики Алтай,Республика
Алтайский край Чарышский р-н,Алтай
"Россия, Алтайский край, Первомайский р-н, Бобр...",Алтай
Индустриальный район Барнаула Алтайского края,Барнаул
Бийского р-на Алтайского края Енисейского,Бийск
"Россия, Алтайский край, Киселевск",Алтай
"сЗаковряшино, Алтайского кр, Каменского р-на",Камень-на-Оби
Нововознесенкаорода Славгорода Алтайского края,Славгород
сНовоандреевка,Алтай
"Республика Алтай, Улаганский р-н",Республика
Алтайский крайПрутской Павловского р-на,Алтай
Ельцовка Ельцовского р-на Алт Кр,Алтай
"Республика Алтай, Улаганский р-н, Чибит",Республика
"Россия, Алтайский край, Ребрихинский р-н,т Реб...",Алтай
"Россия, Красноярский край, Красноярск",РФ
"КНР, Хэнаньровинция, Цзиюань",Китай
"Алтайский край,гор Барнаул",Барнаул
Душанбе,Таджикистан
поСовхозный Алейского р-на,Алейск
ХороГБАО Республика Таджикистан,Таджикистан
Алтайского района АК,Алтай
"КНР,ров Хэйлунцзян, Фуцзинь",Китай
"Россия, Алтайский край, Быстроистокский р-н, Б...",Алтай
"Казахстан, Семипалатинск",Казахстан
"Таджикистан респ, Исфары Согдийской обл, Ворух",Таджикистан
Троицкое Троицкорайона Алтайского края,Алтай
"Китай, Аньхойровинция, Тунлин",Китай
"Алтайски край, Заринск",Заринск
"Туркменистан Респ, Ашхабат",Туркменистан
Луговое,Алтай
"Красноярский край, Шарыпово",РФ
"Россия, Алтайский край, Тюменцевский р-н, Тюме...",Алтай
"Алтай Респ, Улаганский р-н, Саратан",Республика
"Алтайский край, Павловский р-н, Бурановка",Алтай
Гальбштадт Немецкого национального района,Алтай
сТаловка Алтайского,Алтай
"Республика Алтай, Шебалинский р-н, Чергинское/п",Республика
Сидоровка,Алтай
"Россия, Кемеровская обл, Кемеровский р-н",РФ
"Алтайский край, Троицкий р-н, Загайново",Алтай
сШебалина Шебалинского р-на Республики Алтай,Республика
"Кемеровская обл, Осонники",РФ
Табунский район,Алтай
"Украина, Луганская область, Северодонецк",Украина
Николаевка,Алтай
Целинное Целинного района Алтайского края,Алтай
Республика Алтай Майминский район,Республика
"Россия, Кемеровская обл, Таштагол",РФ
Приморский административный район Санкт-Петерб...,РФ
"Казахстан респ, Восточно-Казахстанская обл, Вы...",Казахстан
"Казахстан респ, Усть-Таловка",Казахстан
Усть-Каменогрск,Казахстан
"Алтайский край, Горно-Алтайск",Горно-Алтайск
"Китай, Хэйлунцзянровинция, Муданцзян",Китай
"Алтайский край, Змеиногорский р-н, Никольское",Алтай
гНовоалтайск,Новоалтайск
"Россия, Камчатский край, Петропавловск-Камчатский",РФ
"Китай, Хойсянь",Китай
ГО Сибирский,Алтай
Линево,Алтай
Петропавловское Петропавловского р-на АК,Алтай
"Дагестан респ, Кизилюртовский р-н, Султанянгиюрт",РФ
"Алтайский край, Кытмановский р-н, Октябрьский",Алтай
Республика АлтайОнгудай,Республика
"Казахстан, Восточно-Казахстанская обл, Бескара...",Казахстан
"Китай,Дэхуэй",Китай
"Алтайский край, Алейский р-н, Алейский",Алейск
"Ульяносвская обл, Ульяновск",РФ
сЦелинное Целинного р-она Алтайского края,Алтай
"Алтайский край, Алтайский р-н, Старая Белокуриха",Алтай
"Казахстан, ВКО,Семей",Казахстан
Алтайский край Залесовский район,Алтай
"Томская область, Асино",РФ
"Кыргызстан Респ, Жалал-Абадская обл, Сузакский...",Кыргызстан
"Таджикистан, Согдийская обл, Исфара, Ворух",Таджикистан
"Алтайский край, Тройцкий р-н, Троицкое",Алтай
"Россия, Алтайский край, Топчихинский р-н, Победим",Алтай
Поспелихинский район Алтайский край,Алтай
Зима Иркутской области,РФ
Алтайский край Яровое,Алтай
"Таджикистан респ, Гиссарский р-н, Гулхани",Таджикистан
гБарнаулЛесной,Барнаул
Усть-Кан рАлтай,Республика
"Узбекистан респ, Пахтаобод",Узбекистан
"АК, Тальменский р-н, Тальменка",Алтай
Радужный,Алтай
Люберцы Московская область,РФ
"Алтайский край, Поспелихинский р-н, Красноярское",Алтай
"Алтайский край, Смоленский р-н, Солоновка",Алтай
"Россия, Алтайский край, Косихинский р-н",Алтай
"Алтайский край, Угловский р-н, Круглое",Алтай
Алтайски край Рубцовск,Рубцовск
сПавловск,Алтай
Казахстан Респ,Казахстан
Овюрский кожуун респТыва,РФ
Благовещенского района Алтайского края,Алтай
"Россия, Республика Алтай, Усть-Коксинский р-н,...",Республика
Камень -на -Оби Алтайского края,Камень-на-Оби
"Алтайский край, Топчихинский р-н, Белояровка",Алтай
Китай ГШантьтоу,Китай
Алтайский край Алтайский р-на Старобелокуриха,Алтай
Алтайский крайЗалесово,Алтай
"Китай,ровинция Гуандун, Цинъюань, р-н Цинсинь",Китай
"КНР,ров Хубэй, Дяньцзюань",Китай
"Волгоградская область, Камышин",РФ
Томская область Томск,РФ
Республика Узбекистан,Узбекистан
"Алтайский край, Красногорский р-н",Алтай
Монголия,Монголия
"Сахалинская обл, Невельск",РФ
Павловск Алтайский край,Алтай
Алтайский край Ключевской р-н Ключи,Алтай
"гЖалал-Абад, Кыргызстан",Кыргызстан
"Россия, Алтайский край, Бийский р-н, Заря",Бийск
"КНР,ров Ляонин, Шэньян",Китай
"Астраханская обл, Астрахань",РФ
Суг-Аксы Сут-Хольского кожууна Республики Тыва,РФ
"Кыргызстан респ, Жалал-Абадская обл, Майлуу-Суу",Кыргызстан
"Томская область, Молчановский р-н, Молчаново",РФ
Усть-Пристанский район Алтайского края,Алтай
гРубцовск АК,Рубцовск
Харлово Краснощековского р-на Алт Кр,Алтай
"Таджикистан респ, Турсунзаде",Таджикистан
"Тыва респ, Овюрский кожуун, Саглы",РФ
"Россия, Краснодарский край, Калининский р-н,т-...",РФ
"Алтайский край,ор Новоалтайск",Новоалтайск
"Ростовская обл, Ростов-на-Дону",РФ
Корнилово Каменский р-н Алтайский край,Камень-на-Оби
"КНР, Цзилинь",Китай
гАлейск,Алейск
"Россия, Алтайский край, Ельцовский р-н",Алтай
"Кыргызская Респ, Майлуу-Суу",Кыргызстан
"Алтайский край, Советский р-н, Урожайное",Алтай
"Тыва Респ, Барун-Хемчикский р-н, Кызыл-Мажалык",РФ
"Кемеровская обл, Анжеро-Судженск",РФ
"Новосибирская область, Искитимский р-н",РФ
"Тыва Респ, Бай-Тайгинский кожуун, Шуй",РФ
"Кыргызстан Респ, Бишкек",Кыргызстан
"Алтайский край, Романовский р-н, Гуселетово",Алтай
"Ханты-Мансийский АО - Югра, Березово ПГТ",РФ
Казахстан респ,Казахстан
сСамарка,Алтай
"Кыргызстан, Жалал-Абадская обл, Как-Жангак",Кыргызстан
"Тюменская обл, Сургут",РФ
"Китай,ровинция Гуандун, Хуачжоу",Китай
"Таджикистан, Хатлонская обл, Бохтарский р-н",Таджикистан
"Кыргызская Респ, Ошской обл, Араванский р-н",Кыргызстан
"Казахстан, Костанай",Казахстан
"Алтайский край, Мамонтовский р-н, Крестьянка",Алтай
"Китай,ровинция Гуандун, Гуанчжоу, Паньюй",Китай
"Казахстан, Восточно-Казахстанская обл, Бородул...",Казахстан
"Россия, Тюменская обл, Тюмень",РФ
"Китай,ровинция Цзянсу",Китай
"Россия, Республика Саха (Якутия), Алданский р-...",РФ
Гришковка,Алтай
Калининград,РФ
Кыргызская Республика Бишкек,Кыргызстан
Советское Советского р-на Алтайского края,Алтай
АЛТАЙСКОГО КРАЯ Калманка,Алтай
Курья,Алтай
"КНР, АньХуйровинция",Китай
"КНР,ров Хэнань, Пуян",Китай
"Удмуртская респ, Завьяловский р-н",РФ
"Алтайский край, Змеиногорский, р-н, Кузьминка",Алтай
Златополь Кулундинского района Алтайского края,Алтай
Барнаул Алтайого края,Барнаул
"Алтайский край,гБарнаул",Барнаул
Республика Алтайор Горно-Алтайск,Горно-Алтайск
Глубокое Завьяловского района Алтайского края,Алтай
"Китай, Г Урумчи",Китай
"Алтайский край,ород Заринск",Заринск
"Алтайский край, Табунский р-н, Сереброполь",Алтай
сСукпак Кызалского района,РФ
"Россия, Республика Тыва, Дзун-Хемчикский кожуу...",РФ
"Кемеровская обл, Тяжинский р-н, Листвянка",РФ
"Казахстан Респ, Талдыкорган",Казахстан
Шебалино Шебалинского района Республики Алтай,Республика
Благовещенский район Алтайский край,Алтай
"Курчумский р-н, ВоКаз Обл",Казахстан
"Россия, Алтайский край, Павловский р-н",Алтай
Ашхабад,Туркменистан
"Алтайский край, Топчихинский р-н, Парфеново",Алтай
"Китай,ровинция Шаньдун, Цзинань",Китай
"КНР,ров Гуандун, Хэюань",Китай
Полевое,Алтай
"Китай, Аньхойровинция, Ванузян",Китай
"Россия, Забайкальский край, Краснокаменск",РФ
"Алтайский края, Бийск",Бийск
"Белгородская область, Белгород",РФ
Шульгинка Советского р-на,Алтай
"Китай,ровинция Чжэцзян",Китай
Алтайский край Локтевский р-н,Алтай
Алтайский край Крутихинский р-он Крутиха,Алтай
гЗмеиногорск,Алтай
гБелово,Алтай
Ботлихский р-н РеспДагестан,РФ
"Алтай Респ, Кош-Агачский р-н, Жана-Аул",Республика
"Латвовская ССР, Рига",Латвия
"Республика Алтай,орГорно-Алтайск",Горно-Алтайск
Тальменский р-он Алтайский кр Раб Потальменка,Алтай
сПолковниково,Алтай
"Китай, Хэбэйровинция, Луаньпин",Китай
"Алтайский край, Поспелихинский р-н",Алтай
Усть-Калманский р-н,Алтай
Душанбе Республика Таджикистан,Таджикистан
Барагаш республика Алтай,Республика
сЭрзин Эрзинского района Республика Тыва,РФ
"Алтайский край, Каменский р-н, Поперечное",Камень-на-Оби
"Россия, Алтайский край, Суетский р-н, Верх-Суетка",Алтай
"Алтайский край, Змеиногорский район",Алтай
"Алтайский край, Михайловский р-н Бастан",Алтай
"Афганистантрана, Кундуз",Афганистан
сНовоегорьевское,Алтай
"Казахстан, ВКО, Сугатовка",Казахстан
рпТальменка Тальменского р-на Алтайского края,Алтай
"Краснодарский край, Геленджик",РФ
"Россия, Алтайский край, Советский р-н, Сетовка",Алтай
"Кыргызстан, Ош",Кыргызстан
"Республика Казахстан, ВКО, Усть-Каменогорск",Казахстан
"Китай,ровинция Гуандун, Ляньчжоу",Китай
"Россия, Алтайский край, Целинный р-н, Победа",Алтай
провинция Хэбэй,Китай
Рыбное Каменского района Алтайского края,Камень-на-Оби
Дегтярка Немецкий национальный район Алтайский...,Алтай
Прокопьевск Кемеровской области,РФ
Междуреченск,РФ
"Россия, Алтайский край, Рубцовский р-н, Новоро...",Рубцовск
Лебедино,Алтай
Красноармейский 133,Барнаул
Наурский район Чеченской республики,РФ
р Алтай,Республика
Алтайский край Белокуриха,Алтай
Ануйское Смоленского р-на Алтайского края,Алтай
"Таджикистан, Хатланская обл, Дустинский р/н",Таджикистан
"Алтайский край,Заринск",Заринск
"Россия, Московская обл, Химки",РФ
"Усть-Каменогорск, Республика Казахстан",Казахстан
"Казахстан респ, Восточно-Казахстанская обл, Зы...",Казахстан
Тарасово Промылшленновского р-на Кемеровской о...,РФ
"Республика Молдова, Кишинев",Молдова
"Алтайский край, Зональный р-н, Мирный",Алтай
Баево Баевского р-на Алтайского края,Алтай
"Киргизия, Иссык-Кульская обл, Ак-Суйский р-н",Кыргызстан
Алтайский края Курьинский район,Алтай
Алтайский край Кытмановский район,Алтай
"Алтайский край, Локтевский р-н, Покровка",Алтай
Завьялово Алтайского края,Алтай
Шимолино Благовещенского р-на Алт Кр,Алтай
Малахово,Алтай
"Китай,ровинция Хэнань, Уезд Юйчжоу",Китай
"Алтайский край, Немецкий Национальный р-н, Кусак",Алтай
Жалалабадская область Кыргызстан,Кыргызстан
Солонешенский р-н,Алтай
"Томская обл, Томский р-н",РФ
поселок Бурсоль Славгород Алтайского края,Славгород
горНовокузнецк,РФ
"Республика Алтай, Майминский р-н, Соузга",Республика
"Алтайский край, Бийск, Фоминское",Бийск
"Новосибирская обл Сузунский р-он, Сузун",РФ
"Иркутская обл, Заларинский р-н",РФ
"Таджикистан респ, Хатлонская обл, Хуросонский ...",Таджикистан
Ямало-Ненецкий автономный округ,РФ
"Республика Тыва, Ак-Довурак",РФ
город Славгород Алтайского кроая,Славгород
Алтайский край Чарышский район Чарышское,Алтай
провинция Хэлун,Китай
"Республики Тыва, Монгун-Тайгинский район, Мугу...",РФ
сШатуново Алтайский край,Алтай
город Рубцовск Алтайского края,Рубцовск
"Туркменистан, р-н Халач, Лебапская обл",Туркменистан
Быстроистокский р-н,Алтай
Алтайский край Славгород Алтайского края,Славгород
"Алтайский край, Ребрихинский р-н, Подстепное",Алтай
"Казахстан, Шымкент",Казахстан
Родино Родинского района Алтайского края,Алтай
Иркутск,РФ
"КНР,ров Цзянси, район Линьчуань",Китай
Новотырышкино Смоленского р-на АК,Алтай
"Россия, Алтайский край, Родинский р-н",Алтай
"Алтайский край, Шипуновский р-н, Усть-Порозиха",Алтай
Екатеринбург,РФ
Балашиха,РФ
"Китай,Санья",Китай
Романовский р-н Алтайского края,Алтай
"Казахстан респ, Катон-Карагайский р-н, Аккайнар",Казахстан
"Алтайский край, Крутихинский р-н, Волчно-Бурли...",Алтай
Поспелиха Поспелихинского р-на Алтайского края,Алтай
"Россия, Алтайский край, Благовещенский р-н, Гл...",Алтай
"Казахстан, Восточно-Казахстанская область, Бор...",Казахстан
"Россия, Алтайский край, Поспелихинский р-н, Ка...",Алтай
"Китай, Ляонинровинция, Вафандяньородской",Китай
сУсть-Кокса рАлтай,Республика
"Новосибирская обл , Новосибирск",РФ
поТолстовский Каменского района,Камень-на-Оби
"Казахстан, Восточно-Казахстанская область, Бор...",Казахстан
сТроецкое,Алтай
"Алтайский край, Ельцовский р-н, Ельцовка",Алтай
Крутиха,Алтай
"Алтайский край, Краснощековский р-н, Чинета c",Алтай
Алтайкий крайБарнаул,Барнаул
Красногородское,Алтай
Ключевской р-н,Алтай
Алтайский край Бийский район,Бийск
Завьялово,Алтай
Алтайский край Благовещенского р-на,Алтай
"Россия, Республика Саха (Якутия), Удачный",РФ
Шемонаихинский р-н Восточно-Казахстанской обл,Казахстан
Первомайского района Алтайского края,Алтай
Афганистан,Афганистан
"Алтайский край, Усть-Пристанский р-н, Усть-Чар...",Алтай
"РеспТаджикистан, Согдийская обл, Канибадамский...",Таджикистан
Смоленское Смоленского р-на АК,Алтай
"Тверская обл, Ржев",РФ
Жалал-Абадская область Майлуу-Суу,Кыргызстан
"Китай, Ляонинровинция, Хулудао",Китай
гГорно-Алтайск Республики Алтай,Горно-Алтайск
"поселок Новые Зори, Павловского р-на АК",Алтай
"Россия, Красноярский край, Ачинск",РФ
Горняк,Алтай
"Узбекистан, Кадан",Узбекистан
Чеди-Хольский кожуун Республики Тыва,РФ
"Казахстан респ, Восточно-Казахстанская обл, Ше...",Казахстан
Синьцзян-Уйгурский автономный район,Китай
"Алтайский край, Краснощековский р-н, Березово",Алтай
гБарнраул,Барнаул
"Казахстан, Восточно-Казахстанская обл, Бескара...",Казахстан
"Республика Казахстан, Усть-Каменогорск",Казахстан
"Алтай Респ, Чойский р-н, Сейка",Республика
"Алтайский край, Локтевский р-н",Алтай
"Алтайский край, Павловский р-н, Колыванское",Алтай
Тээли муниципального р-на Бай-Тайгинский кожу...,РФ
Кыргызстан,Кыргызстан
Ямало-Ненецкий АОНовый уренгой,РФ
Ключеский район Алтайского края,Алтай
Канибадам Р Таджикистан,Таджикистан
"Алтайский край,Ануйское Смоленского р-на",Алтай
"Россия, Республика Тыва, Тандинский кожуун, Ба...",РФ
"Китай,",Китай
"Алтайский край, Чарышский р-н, Березовка",Алтай
"Алтайский край, Угловский р-н, Круглянка",Алтай
"Россия, Алтайский край, Краснощековский р-н, К...",Алтай
"Казахстан, Карагандинская обл, Темиртау",Казахстан
"Алтайский край, Чарышский р-н, Маяк",Алтай
"Алтайский край, Каменский р-н",Камень-на-Оби
"Таджикистан респ, Гиссарский р-н",Таджикистан
"Китай,рвинция Гуандун, Шаньтоу",Китай
"Алтайский край,Ребриха",Алтай
Борисово,Алтай
"Россия Алтпйский край, Барнаул",Барнаул
"Новосибирская обл, Чановский р-н",РФ
"Республика Алтай, Горно-Алтайскор",Горно-Алтайск
Протасово Немецкого национального р-на Алтайс...,Алтай
"гБийск, Алтайский край",Бийск
"Республика Алтай, Кош-Агачский р-н, Кокоря",Республика
сСолонвка Смоленского района,Алтай
"Таджикистан Респ, Согдийская обл, Ворух",Таджикистан
"Кыргызская респ, Ош",Кыргызстан
"Кыргызстан респ, Бишкек",Кыргызстан
"Алтайский край, Зональный р-н, Соколово",Алтай
"КНР,ров Шаньдун, Цинчжоу",Китай
"Россия, Алтайский край, Локтевский р-н, Гилево",Алтай
"Кыргызская Республика, Майлуу-Суу",Кыргызстан
Алтайский край Завьяловский р-н,Алтай
"Россия, Алтайский край, Немецкий национальный ...",Алтай
Славгород Алтайский край,Славгород
"Алтайского края, Барнаул",Барнаул
"Туркменистан Респ, Лебапская обл, Туркменабат",Туркменистан
Алтайский край Кулундинский р-он Ктлунда,Алтай
"Алтайский край, Первомайский р-н, Фирсово",Алтай
"Республика Таджикистан, Худжанд, Аштского райо...",Таджикистан
"КНР,ров Хэйлунцзян, Харбин",Китай
Толстовский,Алтай
"Узбекистан, Андижанская обл, Андижан",Узбекистан
"Алтайский край, Солонешенский р-н, Лютаево",Алтай
"Оренбургская область, Оренбург",РФ
Алтайский край Третьяковский р-н,Алтай
"Алтай Респ, Чойский р-н, Чоя",Республика
Полевое Немецкого национального района Алтайск...,Алтай
"Россия, Новосибирск",РФ
"Казахстан, Павлодарская обл, Успенский р-н, Ко...",Казахстан
"Узбекистан Респ, Шафириканский р-н",Узбекистан
"КНР, Дацин",Китай
Кировское,Алтай
Новвосибирск,РФ
Зеленая Поляна Троицкого района АК,Алтай
"Московская область, Подольск",РФ
"Алтайский край, Красногорский р-н, Быстрянка",Алтай
гВольск,РФ
"Республика Алтай, Усть-Канский р-н, Яконур",Республика
"Казахстан респ, Успенский р-н, Успенка",Казахстан
"Тюменская обл, Нижневартовск",РФ
"Россия, Алтайский край, Родинский р-н, Раздольное",Алтай
"Алтайский край, Петропавловский р-н, Николаевка",Алтай
"Республика Казахстан,Усть-Таловка",Казахстан
Теректа Усть-Коксинского р-на,Алтай
"Маслянинский район, Новосибирская область",РФ
гБаранул,Барнаул
сМалая Салаирка Гурьевского р-на Кемеровской о...,РФ
"Россия, Алтайский край, Мамонтовский р-н, Гриш...",Алтай
"Алтай респ, Улаганский р-н, Саратан",Республика
"Китай,ровинция Гуандун",Китай
"Китай,ровинция Сычуань, Дуцзянъянь",Китай
Алтайский крайСеверка,Алтай
"Алтайский край,Славгород",Славгород
"Россия, Алтайский край, Благовещенский р-н, Ши...",Алтай
"Алтайский край,ород Барнаул",Барнаул
"Республики Саха (Якутия), Нерюнгри",РФ
