old,new
Новосибирская областьЕвсинотРоссия,РФ
Алтайский крайБарнаул НовомихайловскаРоссия,Барнаул
Горно-Бадахшанская АОПоршиневТаджикистан,Таджикистан
Тыва РеспСайлыгРоссия,РФ
В-Казахстанская облКамышенкаКазахстан,Казахстан
Восточно-Казахстанская облЕрназарКазахстан,Казахстан
ВКОМамай БатырКазахстан,Казахстан
НаронскаяКара-БургонКыргызстан,Кыргызстан
Шаньдун провинцияВэйхайКитай,Китай
Республика ТываБай-ХаакРоссия,РФ
ЦзянсуНанкинКитай,Китай
Алтайский крайПесчаный БорокРоссия,Алтай
Хабаровский крайСергеевкаРоссия,РФ
Алтайский крайКарпово ВтороеРоссия,Алтай
КарагандинскаяТемиртауКазахстан,Казахстан
Алтайский крайМаякРоссия,Алтай
"Алтайский крайЦентральный, БарнаулРоссия",Барнаул
Жалал-Абадская облДжалал-АбадКыргызстан,Кыргызстан
ГуандунШаньтоуКитай,Китай
Восточно-Казахстанская облУсть-ПаловкаКазахстан,Казахстан
Алтайский крайСовпутьРоссия,Алтай
Алтайский крайЗеленый ЛусРоссия,Алтай
Алтайский крайСемилеткаРоссия,Алтай
Республика АлтайКокоряРоссия,Республика
пров. ШаньдунЦинчжоуКитай,Китай
Джалал-АбадскаяМайлуу-СууКыргызстан,Кыргызстан
ТаласАрашан АКыргызстан,Кыргызстан
Лебапская облТуркменабатТуркменистан,Туркменистан
ВКОКурчатовКазахстан,Казахстан
алтайский крайбарнаулРоссия,Барнаул
Алтайский крайЛютаевоРоссия,Алтай
Оренбургская областьОренбургРоссия,РФ
Алтайский крайТретьяковотРоссия,Алтай
Алтайский крайУсть-КутРоссия,Алтай
Республика АлтайЧергаРоссия,Республика
Алтайский крайсБор-КособулатРоссия,Алтай
Новосибирская областьКупиноРоссия,РФ
Павлодарская обл.Коныр ОзекРоссия,РФ
Алтайский крайКировскоеРоссия,Алтай
Алтайский крайДресвянкаРоссия,Алтай
Чукотский АОПровиденияРоссия,РФ
Алтайский крайЛушниковоРоссия,Алтай
Ханты-Мансийский АО - ЮграБелоярскийРоссия,РФ
Алтайский крайЗеленаяолянаРоссия,Алтай
Московская областьПодольскРоссия,РФ
Ташкентская облЭшонгузарУзбекистан,Узбекистан
Алтайский крайНовокалманкаРоссия,Алтай
Республика БашкортостанСтерлитамакРоссия,РФ
Алтайский крайгРубцовскРоссия,Рубцовск
Алтайский крайКрасные ОрлыРоссия,Алтай
Новосибирская облМасляниноРоссия,РФ
Алтайский крайайСузопРоссия,Алтай
Кемеровская облМалая СалаиркаРоссия,РФ
Новосибирская областьБердскРоссия,РФ
Алтайский крайГришенскоеРоссия,Алтай
Алтайский крайН-ЧемровкаРоссия,Алтай
Саха /Якутия/ РеспНерюнгриРоссия,РФ
Алтай РеспБалыкчаРоссия,Республика
Алтайский крайРМалиновое озероРоссия,Алтай
"Алтайский крайБарнаул, мкр ЗатонРоссия",Барнаул
Алтайский крайБийкаРоссия,Алтай
Республика ТываХандагайтыРоссия,РФ
Хайнань пров.ЦюнхайКитай,Китай
Восточно-Казахстанская облБольшая РечкаКазахстан,Казахстан
Алтайский крайСело ПанкрушихаРоссия,Алтай
пров. ЛяонинБэньсиКитай,Китай
Карагандинская обл.КарагандаКазахстан,Казахстан
Алайский крайГорнякРоссия,Алтай
Гуандун пров.МаоминКитай,Китай
провинция ЦзунциЧунцинКитай,Китай
Алайский крайАлтйскоеРоссия,Алтай
В-Казахстанская обл.ГеоргиевкаКазахстан,Казахстан
Чуй обл.Лебединовка аКыргызстан,Кыргызстан
Восточно-Казахстанская облКанонеркаКазахстан,Казахстан
Алтай РеспКискаРоссия,Республика
Алтайский крайФоминскоеРоссия,Алтай
Чуйская областьЧуйКыргызстан,Кыргызстан
Алтайский крайАзиноРоссия,Алтай
